Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
57456-CHH,Male,72,Yes,Chhattisgarh,15,6,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.55,149.55,0,0,87.92,237.47,Churned,Competitor,Competitor made better offer
29602-PUN,Female,62,No,Punjab,11,2,Deal 1,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,97.85,6841.3,0,0,184.32,7025.62,Stayed,,
23051-KAR,Male,55,No,Karnataka,12,29,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.45,1024.65,0,0,1553.3,2577.95,Stayed,,
66144-AND,Female,64,Yes,Andhra Pradesh,1,31,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,-5,3344.1,0,0,567.42,3911.52,Stayed,,
59209-MAH,Male,31,No,Maharashtra,6,29,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.1,2249.95,0,0,458.43,2708.38,Churned,Price,Long distance charges
58317-MAD,Male,77,No,Madhya Pradesh,5,33,,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.85,4079.55,0,0,366.08,4445.63,Stayed,,
42706-MAD,Female,41,Yes,Madhya Pradesh,0,11,,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.3,913.3,0,0,689.76,1603.06,Stayed,,
94907-HAR,Male,63,No,Haryana,10,1,Deal 4,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.6,959.9,0,0,468,1427.9,Stayed,,
51630-MAH,Male,61,Yes,Maharashtra,9,6,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,108.4,7767.25,0,30,2007.36,9804.61,Stayed,,
59807-JHA,Female,25,Yes,Jharkhand,14,25,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,220.6,0,0,142.53,363.13,Churned,Attitude,Attitude of service provider
62854-MAH,Male,70,No,Maharashtra,6,2,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.75,5832,6.26,0,1198.08,7023.82,Stayed,,
76986-BIH,Female,59,Yes,Bihar,9,8,,No,,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.3,1380.1,0,0,0,1380.1,Churned,Dissatisfaction,Service dissatisfaction
94704-WES,Female,46,No,West Bengal,10,32,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.4,5149.5,0,0,2212.22,7361.72,Churned,Price,Extra data charges
61892-MAH,Female,68,Yes,Maharashtra,4,17,Deal 4,Yes,Yes,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,55,757.1,0,0,257.85,1014.95,Churned,Other,Don't know
35755-UTT,Male,55,No,Uttar Pradesh,5,27,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,99.35,6944.5,0,0,3360,10304.5,Stayed,,
64454-PUN,Female,61,No,Punjab,8,24,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.1,370.5,0,0,459.72,830.22,Stayed,,
23445-MAH,Female,46,Yes,Maharashtra,0,31,,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.05,189.95,0,0,0,189.95,Stayed,,
35779-ODI,Female,41,No,Odisha,2,36,,Yes,Yes,No,,,,,,,,,,One Year,Yes,Bank Withdrawal,24.75,1342.15,0,0,1558.98,2901.13,Stayed,,
44514-PUN,Male,62,Yes,Punjab,12,2,Deal 5,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.25,24.25,0,0,0,24.25,Churned,Dissatisfaction,Lack of self-service on Website
17065-PUN,Female,52,Yes,Punjab,1,27,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,No,One Year,No,Credit Card,86.45,5762.95,0,150,663.68,6576.63,Stayed,,
38158-HAR,Female,46,No,Haryana,15,15,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.35,7323.15,0,0,3319.2,10642.35,Stayed,,
23403-WES,Female,26,No,West Bengal,9,6,,Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,55.25,3119.9,0,0,2563.55,5683.45,Stayed,,
42100-TEL,Male,59,No,Telangana,1,7,,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.95,190.25,0,0,0,190.25,Stayed,,
48678-MAD,Female,28,Yes,Madhya Pradesh,10,31,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.05,83.3,0,0,103.2,186.5,Stayed,,
55015-WES,Female,29,No,West Bengal,10,24,,No,,Yes,DSL,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,46.4,812.4,0,0,0,812.4,Stayed,,
21291-MAH,Male,23,Yes,Maharashtra,11,8,,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,68.5,2839.95,38.37,0,556.78,3358.36,Stayed,,
84710-MAH,Male,29,Yes,Maharashtra,7,23,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,834.1,0,0,59.2,893.3,Churned,Other,Don't know
33672-JAM,Male,62,Yes,Jammu & Kashmir,9,4,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.4,6603,0,0,3083.85,9686.85,Churned,Competitor,Competitor made better offer
42868-TEL,Male,22,No,Telangana,11,6,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.55,128.6,0,0,105.18,233.78,Stayed,,
96225-GUJ,Female,20,No,Gujarat,10,5,Deal 4,Yes,No,No,,,,,,,,,,One Year,No,Mailed Check,19.35,324.8,0,0,364.28,689.08,Stayed,,
27709-WES,Female,67,No,West Bengal,14,7,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,94.15,5731.85,0,0,1081.53,6813.38,Stayed,,
72278-UTT,Female,55,Yes,Uttar Pradesh,3,21,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80,1029.35,0,0,437.97,1467.32,Stayed,,
88826-UTT,Male,24,Yes,Uttar Pradesh,10,4,Deal 2,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,102.45,6654.1,0,0,2591.36,9245.46,Stayed,,
67394-MAH,Female,61,Yes,Maharashtra,0,30,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.05,20.05,0,0,12,32.05,Churned,Attitude,Attitude of support person
82183-WES,Female,30,Yes,West Bengal,8,6,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,115.6,8220.4,0,140,2497.68,10858.08,Stayed,,
84122-UTT,Male,35,Yes,Uttar Pradesh,2,4,,Yes,Yes,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,71.6,1957.1,0,140,365.85,2462.95,Stayed,,
49699-JAM,Female,19,No,Jammu & Kashmir,9,10,Deal 4,Yes,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,59.75,1374.35,0,0,132.66,1507.01,Stayed,,
88042-CHH,Female,24,Yes,Chhattisgarh,9,4,Deal 4,Yes,No,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-10,688.5,49.24,0,316.36,955.62,Stayed,,
33682-AND,Male,49,No,Andhra Pradesh,2,4,Deal 5,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.55,68.8,0,0,116.36,185.16,Stayed,,
42561-GUJ,Female,57,Yes,Gujarat,10,17,Deal 5,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.8,349.8,0,0,63.7,413.5,Stayed,,
41881-RAJ,Male,42,Yes,Rajasthan,7,16,Deal 5,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Credit Card,78.65,483.3,0,10,279.54,772.84,Stayed,,
64136-TAM,Female,45,No,Tamil Nadu,15,9,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,98.25,4858.7,3.55,0,1914.5,6769.65,Stayed,,
12069-UTT,Female,30,Yes,Uttar Pradesh,10,14,Deal 4,Yes,No,Yes,DSL,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.65,683.25,0,0,232.54,915.79,Stayed,,
67398-UTT,Female,69,Yes,Uttar Pradesh,13,14,,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.1,5437.1,0,0,1190.7,6627.8,Stayed,,
74937-RAJ,Male,48,No,Rajasthan,11,21,Deal 4,No,,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.35,678.75,0,0,0,678.75,Stayed,,
31080-UTT,Male,55,Yes,Uttar Pradesh,1,32,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,109.7,7344.45,0,0,1187.24,8531.69,Stayed,,
93446-AND,Male,79,Yes,Andhra Pradesh,15,4,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,70.3,0,0,39.1,109.4,Churned,Competitor,Competitor had better devices
79244-BIH,Female,53,No,Bihar,10,9,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.15,4408.45,0,0,1526.28,5934.73,Stayed,,
85703-WES,Female,60,Yes,West Bengal,10,1,,No,,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,56.05,560.5,0,0,0,560.5,Stayed,,
17155-UTT,Female,26,No,Uttar Pradesh,15,11,,Yes,Yes,No,,,,,,,,,,One Year,No,Bank Withdrawal,24.35,1133.7,0,0,656.16,1789.86,Stayed,,
38970-DEL,Male,67,No,Delhi,13,9,,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal,55.8,2283.3,0,50,1142.4,3475.7,Stayed,,
62631-TAM,Female,65,No,Tamil Nadu,7,11,Deal 4,Yes,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.35,740.8,0,0,172.59,913.39,Churned,Competitor,Competitor had better devices
24185-MAH,Female,67,Yes,Maharashtra,5,33,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.3,424.45,0,0,198,622.45,Churned,Competitor,Competitor made better offer
91875-AND,Female,35,No,Andhra Pradesh,5,9,Deal 3,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.8,1536.75,0,0,322.2,1858.95,Stayed,,
99036-KAR,Male,28,Yes,Karnataka,1,11,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91,1430.05,0,0,453.3,1883.35,Stayed,,
12016-TAM,Female,57,Yes,Tamil Nadu,0,9,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,20.05,164.85,0,0,337.54,502.39,Churned,Other,Moved
88047-KAR,Female,60,Yes,Karnataka,0,19,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.55,1248.9,0,0,546.88,1795.78,Stayed,,
86935-TEL,Female,34,Yes,Telangana,14,27,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.45,147.55,0,0,413.91,561.46,Stayed,,
73614-MAH,Female,39,Yes,Maharashtra,1,17,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,18.95,130.55,0,0,232.26,362.81,Stayed,,
86690-KAR,Female,62,No,Karnataka,8,28,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.05,289.1,0,0,78.96,368.06,Churned,Competitor,Competitor made better offer
11244-JAM,Female,20,No,Jammu & Kashmir,3,9,,Yes,Yes,Yes,Cable,Yes,No,No,No,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,76,1588.75,7.3,70,305.8,1957.25,Stayed,,
48955-TEL,Female,24,No,Telangana,14,12,Deal 4,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.9,818.45,0,0,201.63,1020.08,Stayed,,
26902-TEL,Male,52,Yes,Telangana,7,2,,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.85,95.85,0,0,2.7,98.55,Joined,,
37435-TEL,Female,74,No,Telangana,15,26,,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,85.15,3670.5,0,0,1955.36,5625.86,Stayed,,
33334-HAR,Male,46,Yes,Haryana,12,11,Deal 2,No,,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.3,1224.05,0,0,0,1224.05,Stayed,,
81089-MAH,Male,38,Yes,Maharashtra,11,11,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.75,487.05,0,0,1140.24,1627.29,Stayed,,
21928-KAR,Male,30,Yes,Karnataka,3,36,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.05,1565.7,0,0,106.47,1672.17,Churned,Dissatisfaction,Lack of self-service on Website
92118-PUN,Male,52,Yes,Punjab,9,32,,No,,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,35.3,264.8,0,0,0,264.8,Stayed,,
62729-WES,Female,42,Yes,West Bengal,1,35,,Yes,No,No,,,,,,,,,,Two Year,No,Bank Withdrawal,19.75,1272.05,0,0,698.82,1970.87,Stayed,,
28587-GUJ,Male,34,No,Gujarat,12,5,,Yes,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-3,712.25,0,0,177.54,889.79,Stayed,,
27880-UTT,Male,74,No,Uttar Pradesh,1,25,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.9,334.65,0,0,123.9,458.55,Churned,Attitude,Attitude of service provider
98696-WES,Male,29,Yes,West Bengal,9,29,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,107.95,5969.85,0,0,956.46,6926.31,Stayed,,
24871-BIH,Male,61,Yes,Bihar,3,26,Deal 4,Yes,No,No,,,,,,,,,,One Year,Yes,Credit Card,20,445.3,0,0,557.06,1002.36,Stayed,,
81000-MAD,Female,18,No,Madhya Pradesh,1,8,Deal 4,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,61.5,1087.45,0,0,726.48,1813.93,Stayed,,
33927-MAH,Male,44,Yes,Maharashtra,12,6,Deal 1,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.05,1360.25,0,0,3399.9,4760.15,Stayed,,
35453-BIH,Female,28,Yes,Bihar,12,29,,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,20.1,579.4,0,0,937.2,1516.6,Stayed,,
97497-RAJ,Male,24,Yes,Rajasthan,9,8,Deal 5,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.9,49.9,0,0,6.35,56.25,Joined,,
28317-MAD,Female,29,Yes,Madhya Pradesh,14,6,,Yes,No,No,,,,,,,,,,Two Year,No,Mailed Check,19.1,52,0,0,135.99,187.99,Joined,,
72886-PUN,Female,74,Yes,Punjab,15,5,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.45,6077.75,0,0,1758.24,7835.99,Stayed,,
11952-RAJ,Female,45,No,Rajasthan,3,10,,Yes,No,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,71.35,515.75,0,0,349.86,865.61,Stayed,,
41614-UTT,Male,50,No,Uttar Pradesh,3,23,Deal 1,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,84.6,5706.2,0,0,74.9,5781.1,Stayed,,
59433-BIH,Female,65,No,Bihar,8,29,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.3,89.3,0,0,30.23,119.53,Churned,Competitor,Competitor had better devices
22753-KAR,Female,77,No,Karnataka,6,9,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.7,3181.8,0,0,1004.4,4186.2,Stayed,,
57530-KAR,Male,66,Yes,Karnataka,4,29,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.25,2619.15,16.96,0,1379.52,3981.71,Stayed,,
32063-UTT,Female,63,Yes,Uttar Pradesh,6,31,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19,19,0,0,28.28,47.28,Joined,,
17032-UTT,Female,60,Yes,Uttar Pradesh,6,1,Deal 2,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,5669.5,0,0,392,6061.5,Stayed,,
96122-TAM,Female,23,No,Tamil Nadu,3,9,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,824.75,0,0,59.4,884.15,Churned,Price,Long distance charges
96905-KAR,Male,59,Yes,Karnataka,13,19,,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,109.3,5731.4,3.85,60,1081.6,6869.15,Stayed,,
13189-PUN,Female,60,No,Punjab,0,18,Deal 4,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,19.7,260.9,0,0,439.8,700.7,Stayed,,
61221-MAH,Male,51,Yes,Maharashtra,2,10,Deal 3,No,,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Mailed Check,35.6,1072.6,0,0,0,1072.6,Stayed,,
14458-BIH,Male,48,Yes,Bihar,1,15,Deal 3,Yes,No,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,82.1,2603.1,0,0,53.46,2656.56,Stayed,,
53368-RAJ,Female,37,Yes,Rajasthan,4,26,Deal 4,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.05,454.05,0,0,1021.9,1475.95,Stayed,,
16556-GUJ,Female,52,No,Gujarat,9,32,,No,,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.6,856.35,0,0,0,856.35,Churned,Dissatisfaction,Product dissatisfaction
41272-MAD,Female,64,Yes,Madhya Pradesh,1,16,Deal 4,Yes,No,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,67.8,653.15,0,0,370.8,1023.95,Stayed,,
96283-HAR,Female,38,Yes,Haryana,2,9,Deal 3,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,-5,459.6,0,0,45.5,505.1,Stayed,,
47938-BIH,Female,32,No,Bihar,11,24,,No,,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.15,357.15,0,0,0,357.15,Stayed,,
74506-HAR,Female,39,Yes,Haryana,11,14,,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.15,7031.3,0,0,2603.7,9635,Stayed,,
13194-UTT,Female,48,No,Uttarakhand,10,36,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,115.65,7968.85,0,10,1201.9,9180.75,Churned,Dissatisfaction,Product dissatisfaction
16504-HAR,Male,49,Yes,Haryana,12,27,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.15,69.15,0,0,2.2,71.35,Churned,Competitor,Competitor offered more data
32507-JAM,Female,44,No,Jammu & Kashmir,6,7,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.25,5464.65,0,0,1000.35,6465,Churned,Competitor,Competitor made better offer
99125-UTT,Female,58,No,Uttar Pradesh,13,6,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.2,6225.4,34.83,0,2494.58,8685.15,Stayed,,
32317-KAR,Female,52,No,Karnataka,13,33,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80,80,0,0,35.71,115.71,Churned,Competitor,Competitor had better devices
45339-AND,Female,29,Yes,Andhra Pradesh,11,2,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Mailed Check,19.8,58.15,0,0,45.36,103.51,Churned,Price,Long distance charges
97003-ODI,Female,28,Yes,Odisha,11,19,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,98.5,1058.25,0,110,145.3,1313.55,Churned,Competitor,Competitor had better devices
23155-WES,Female,25,No,West Bengal,10,7,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.85,4092.85,0,0,1993.04,6085.89,Churned,Attitude,Attitude of support person
24525-HAR,Female,38,No,Haryana,14,30,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,89.1,1949.4,0,0,649.88,2599.28,Stayed,,
43117-GUJ,Female,27,No,Gujarat,10,36,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,106.1,7548.6,23.39,0,515.52,8040.73,Stayed,,
84843-MAD,Female,57,Yes,Madhya Pradesh,11,8,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.1,75.1,0,0,4.53,79.63,Joined,,
33122-KER,Male,63,No,Kerala,10,16,,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.05,2066,0,0,587.34,2653.34,Stayed,,
43920-RAJ,Female,38,No,Rajasthan,9,3,Deal 5,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,49.9,49.9,0,0,9,58.9,Joined,,
73444-KER,Female,48,No,Kerala,3,21,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,89.1,0,0,16.06,105.16,Churned,Other,Moved
99962-AND,Female,63,No,Andhra Pradesh,7,1,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,91.6,4627.8,0,60,937.04,5624.84,Stayed,,
71410-PUN,Male,34,Yes,Punjab,0,35,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.5,1037.75,0,0,10.9,1048.65,Churned,Dissatisfaction,Lack of self-service on Website
37048-KAR,Female,30,Yes,Karnataka,0,4,,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,49.25,208.45,0,0,152.04,360.49,Stayed,,
63602-PUN,Female,19,No,Punjab,4,2,Deal 1,No,,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.5,4144.8,23.72,0,0,4121.08,Stayed,,
42637-TAM,Male,38,No,Tamil Nadu,14,17,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.95,1258.15,0,0,1808.4,3066.55,Stayed,,
99722-BIH,Male,73,Yes,Bihar,3,17,Deal 5,Yes,No,Yes,Cable,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,64.4,581.7,0,0,204.56,786.26,Stayed,,
88944-HAR,Female,29,Yes,Haryana,9,31,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,102.1,1068.85,0,0,320.7,1389.55,Churned,Competitor,Competitor offered higher download speeds
94609-HAR,Female,45,No,Haryana,1,11,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.65,60.65,0,0,91.02,151.67,Joined,,
96822-PUN,Female,73,Yes,Punjab,3,21,,Yes,Yes,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,24.4,1548.65,0,0,2373.76,3922.41,Stayed,,
